time,Y_ground_disp,Y_floor_1_abs,Y_floor_2_abs,Y_floor_3_abs,Y_floor_4_abs,Y_floor_5_abs,Y_floor_6_abs,Y_floor_7_abs
0.8200000000000001,6.629810999999999e-08,1.6367966831597252e-07,2.4039338058656743e-07,2.8627020970506493e-07,3.0139951450412354e-07,2.86270209705065e-07,2.403933805865673e-07,1.6367966831597244e-07
0.8300000000000001,6.9060945e-08,1.6654667547412598e-07,2.430134487424338e-07,2.942792566842663e-07,3.129642966875278e-07,2.9427925668426637e-07,2.430134487424336e-07,1.6654667547412593e-07
0.84,7.1333461e-08,1.6835618194057212e-07,2.44412615375917e-07,3.0054723851205187e-07,3.2244383135802923e-07,3.005472385120519e-07,2.4441261537591683e-07,1.6835618194057204e-07
0.85,7.3102416e-08,1.6911461485859478e-07,2.448581286576789e-07,3.049934726123672e-07,3.2951929804679576e-07,3.0499347261236726e-07,2.4485812865767875e-07,1.691146148585947e-07
0.86,7.4699345e-08,1.688282944990535e-07,2.445192868454131e-07,3.0751392970433123e-07,3.339006825945182e-07,3.0751392970433123e-07,2.4451928684541286e-07,1.688282944990534e-07
0.87,7.633968400000001e-08,1.675832057612582e-07,2.4350574790818827e-07,3.0804362358220673e-07,3.3540240287203776e-07,3.080436235822067e-07,2.4350574790818806e-07,1.675832057612581e-07
0.88,7.7840173e-08,1.6561937267643762e-07,2.419345129012261e-07,3.0663360545356665e-07,3.340282440268194e-07,3.0663360545356665e-07,2.4193451290122596e-07,1.6561937267643752e-07
0.89,7.9166811e-08,1.6315121607691535e-07,2.397870448771792e-07,3.033032009615592e-07,3.298255179797302e-07,3.033032009615592e-07,2.3978704487717904e-07,1.6315121607691524e-07
0.9,8.0493562e-08,1.6031890188824373e-07,2.3689748673281479e-07,2.980094423446323e-07,3.228495585453406e-07,2.980094423446323e-07,2.3689748673281455e-07,1.6031890188824362e-07
0.91,8.1547584e-08,1.57388767636901e-07,2.3320008227802356e-07,2.9086936308306103e-07,3.1337506241069313e-07,2.90869363083061e-07,2.3320008227802335e-07,1.5738876763690086e-07
0.92,8.2137901e-08,1.5455581618571842e-07,2.2860330338131251e-07,2.820057090036037e-07,3.017250269931192e-07,2.8200570900360367e-07,2.2860330338131233e-07,1.5455581618571832e-07
0.93,8.2596028e-08,1.5182021223182463e-07,2.2291765809159747e-07,2.714472565495416e-07,2.8814950053361745e-07,2.7144725654954154e-07,2.2291765809159726e-07,1.518202122318245e-07
