time,Y_ground_disp,Y_floor_1_abs,Y_floor_2_abs,Y_floor_3_abs,Y_floor_4_abs,Y_floor_5_abs,Y_floor_6_abs,Y_floor_7_abs
0.48,-6.758473e-05,-6.27520301665995e-05,-5.885134316894355e-05,-5.623636550296247e-05,-5.534983680497671e-05,-5.6236365502962465e-05,-5.8851343168943555e-05,-6.27520301665995e-05
0.485,-6.899256e-05,-6.431879503794953e-05,-6.054108059466191e-05,-5.800493088487931e-05,-5.714799265011626e-05,-5.80049308848793e-05,-6.0541080594661914e-05,-6.431879503794953e-05
0.49,-7.041473e-05,-6.589665597082115e-05,-6.224596435222737e-05,-5.979409294044388e-05,-5.8967063735768406e-05,-5.979409294044388e-05,-6.224596435222738e-05,-6.589665597082115e-05
0.495,-7.185124e-05,-6.748530161720218e-05,-6.396544635764284e-05,-6.160308584299287e-05,-6.080622893910286e-05,-6.160308584299286e-05,-6.396544635764285e-05,-6.748530161720218e-05
0.5,-7.330209e-05,-6.908451818925834e-05,-6.569899870757518e-05,-6.343108173898152e-05,-6.266466286247694e-05,-6.343108173898152e-05,-6.569899870757518e-05,-6.908451818925834e-05
0.505,-7.476725e-05,-7.069415794868718e-05,-6.744608518621532e-05,-6.527716725562027e-05,-6.454150689594833e-05,-6.527716725562027e-05,-6.744608518621532e-05,-7.069415794868718e-05
0.51,-7.624674e-05,-7.231421327824409e-05,-6.920624010030123e-05,-6.71404289019044e-05,-6.643594622781376e-05,-6.71404289019044e-05,-6.920624010030123e-05,-7.231421327824409e-05
0.515,-7.774054e-05,-7.394471986339461e-05,-7.097897863107708e-05,-6.901987146676077e-05,-6.834711742216065e-05,-6.901987146676077e-05,-7.097897863107708e-05,-7.394471986339461e-05
0.52,-7.924865e-05,-7.558580776029137e-05,-7.276385646741439e-05,-7.091448673755795e-05,-7.027416443065964e-05,-7.091448673755795e-05,-7.27638564674144e-05,-7.558580776029137e-05
0.525,-8.077106000000001e-05,-7.723766150059007e-05,-7.45604404181021e-05,-7.282323408823486e-05,-7.221620528180962e-05,-7.282323408823486e-05,-7.45604404181021e-05,-7.723766150059007e-05
0.53,-8.230778e-05,-7.890053782592023e-05,-7.636833749688181e-05,-7.474507995615131e-05,-7.417235713039525e-05,-7.474507995615131e-05,-7.636833749688181e-05,-7.890053782592024e-05
0.535,-8.385878e-05,-8.057469452483717e-05,-7.818713640184517e-05,-7.667894997039513e-05,-7.61416741788667e-05,-7.667894997039513e-05,-7.818713640184517e-05,-8.057469452483717e-05
0.54,-8.542406e-05,-8.226044610142985e-05,-8.001647597849044e-05,-7.862380786830521e-05,-7.812321326272371e-05,-7.86238078683052e-05,-8.001647597849044e-05,-8.226044610142985e-05
0.545,-8.700363e-05,-8.395813053366774e-05,-8.185602529674378e-05,-8.05786457099405e-05,-8.011601228563836e-05,-8.05786457099405e-05,-8.18560252967438e-05,-8.395813053366774e-05
0.55,-8.859747e-05,-8.566805681369872e-05,-8.370544388634443e-05,-8.254245355175424e-05,-8.211905019222222e-05,-8.254245355175423e-05,-8.370544388634443e-05,-8.566805681369872e-05
0.555,-9.020558e-05,-8.739054182623395e-05,-8.556443106826837e-05,-8.451427747624546e-05,-8.413129787003162e-05,-8.451427747624546e-05,-8.556443106826837e-05,-8.739054182623395e-05
0.56,-9.182795e-05,-8.912586806198615e-05,-8.743269475302575e-05,-8.649319605935765e-05,-8.615169036679682e-05,-8.649319605935765e-05,-8.743269475302575e-05,-8.912586806198615e-05
0.5650000000000001,-9.346458e-05,-9.087429325756633e-05,-8.930997121066798e-05,-8.847834683961412e-05,-8.817915222807964e-05,-8.84783468396141e-05,-8.930997121066798e-05,-9.087429325756633e-05
0.5700000000000001,-9.511545999999999e-05,-9.263602126204514e-05,-9.119600408639501e-05,-9.046891088034405e-05,-9.021258407942455e-05,-9.046891088034405e-05,-9.119600408639501e-05,-9.263602126204514e-05
