time,X_ground_disp,X_floor_1_abs,X_floor_2_abs,X_floor_3_abs,X_floor_4_abs,X_floor_5_abs,X_floor_6_abs,X_floor_7_abs
0.47000000000000003,9.874002999999999e-07,9.101923562431782e-07,8.485469698368697e-07,8.07168518730456e-07,7.92792418535179e-07,8.07168518730456e-07,8.485469698368699e-07,9.101923562431782e-07
0.47500000000000003,1.008671e-06,9.315744496756744e-07,8.698081966775351e-07,8.283186622616738e-07,8.139741504551307e-07,8.283186622616738e-07,8.698081966775352e-07,9.315744496756744e-07
0.48,1.0301759999999999e-06,9.531568451989086e-07,8.913365999673323e-07,8.498275754507864e-07,8.355340236556592e-07,8.498275754507864e-07,8.913365999673323e-07,9.531568451989086e-07
0.485,1.051916e-06,9.74938008932683e-07,9.131321006418614e-07,8.716946384747373e-07,8.574691787609094e-07,8.716946384747373e-07,9.131321006418615e-07,9.749380089326832e-07
0.49,1.073886e-06,9.96920042366296e-07,9.3519717627696e-07,8.939205284491417e-07,8.79778609647406e-07,8.939205284491416e-07,9.351971762769601e-07,9.969200423662962e-07
0.495,1.096073e-06,1.0191041382105435e-06,9.575324347812895e-07,9.165028494943926e-07,9.024588221906279e-07,9.165028494943926e-07,9.575324347812895e-07,1.0191041382105435e-06
0.5,1.118466e-06,1.0414942677211856e-06,9.80140486250028e-07,9.394400816589539e-07,9.255077716811875e-07,9.394400816589538e-07,9.801404862500283e-07,1.0414942677211858e-06
0.505,1.141061e-06,1.0640952086964162e-06,1.0030241336912961e-06,9.62729868242662e-07,9.48923100551851e-07,9.62729868242662e-07,1.0030241336912964e-06,1.0640952086964162e-06
0.51,1.163862e-06,1.0869099403546622e-06,1.026183818216846e-06,9.863665749576015e-07,9.726996137653218e-07,9.863665749576015e-07,1.0261838182168461e-06,1.0869099403546622e-06
0.515,1.186882e-06,1.1099425724564862e-06,1.0496204783400973e-06,1.0103442831770772e-06,9.968321611845372e-07,1.0103442831770772e-06,1.0496204783400975e-06,1.1099425724564862e-06
0.52,1.210135e-06,1.133197137898424e-06,1.0733342041025365e-06,1.0346555955825344e-06,1.0213143128618693e-06,1.0346555955825344e-06,1.0733342041025367e-06,1.1331971378984242e-06
0.525,1.2336289999999999e-06,1.156678617000568e-06,1.0973251731054258e-06,1.059292738963762e-06,1.0461393207840134e-06,1.059292738963762e-06,1.097325173105426e-06,1.156678617000568e-06
0.53,1.257365e-06,1.180396055491602e-06,1.121596817270506e-06,1.0842509026945724e-06,1.0713033128326753e-06,1.0842509026945724e-06,1.1215968172705063e-06,1.180396055491602e-06
0.535,1.2813359999999998e-06,1.2043586994883923e-06,1.14615216921909e-06,1.1095247520256898e-06,1.096801665055347e-06,1.1095247520256898e-06,1.14615216921909e-06,1.2043586994883923e-06
0.54,1.305532e-06,1.228573447047039e-06,1.1709916032484608e-06,1.1351063196097222e-06,1.1226267612777297e-06,1.135106319609722e-06,1.170991603248461e-06,1.228573447047039e-06
